Pillow I.D.,Date,Temp. Max.,Code,Temp. Min.,Code,Precipitation,Code,Accumulated Precip.,Code,Snow Water Equivalent,Code,Snow Depth,Code
3B17P,1987-10-01,22.3,,14.8,,0,,182,,0,,,
3B17P,1987-10-02,10.3,,7.9,,2,,184,,0,,,
3B17P,1987-10-03,7.3,,3.1,,0,,183,,0,,,
3B17P,1987-10-04,10.9,,0.4,,0,,183,,0,,,
3B17P,1987-10-05,13,,5.2,,0,,183,,0,,,
3B17P,1987-10-06,22,,7.3,,1,,184,,0,,,
3B17P,1987-10-07,19.6,,11.2,,1,,184,,0,,,
3B17P,1987-10-08,18.7,,7.3,,0,,184,,0,,,
3B17P,1987-10-09,16.6,,6.7,,0,,183,,0,,,
3B17P,1987-10-10,19.6,,9.1,,0,,183,,0,,,
3B17P,1987-10-11,22.6,,11.2,,0,,183,,0,,,
3B17P,1987-10-12,14.5,,0.1,,0,,182,,0,,,
3B17P,1987-10-13,13,,3.7,,0,,182,,0,,,
3B17P,1987-10-14,9.1,,1.3,,0,,182,,0,,,
3B17P,1987-10-15,6.7,,-0.2,,0,,182,,0,,,
3B17P,1987-10-16,7.9,,1.6,,0,,182,,0,,,
3B17P,1987-10-17,10.3,,0.4,,0,,181,,0,,,
3B17P,1987-10-18,16,,3.4,,0,,180,,0,,,
3B17P,1987-10-19,16.9,,5.2,,0,,179,,0,,,
3B17P,1987-10-20,17.5,,-2,,0,,179,,0,,,
3B17P,1987-10-21,16.3,,7.2,,0,,179,,0,,,
3B17P,1987-10-22,16.3,,6.1,,0,,179,,0,,,
3B17P,1987-10-23,11.5,,3.1,,0,,179,,0,,,
3B17P,1987-10-24,9.4,,2.5,,1,,179,,0,,,
3B17P,1987-10-25,7.9,,2.8,,1,,180,,0,,,
3B17P,1987-10-26,12.7,,1.6,,0,,179,,0,,,
3B17P,1987-10-27,12.4,,6.4,,2,,181,,0,,,
3B17P,1987-10-28,8.5,,6.1,,5,,186,,0,,,
3B17P,1987-10-29,8.2,,7,,7,,193,,0,,,
3B17P,1987-10-30,6.1,,4.3,,40,,233,,0,,,
3B17P,1987-10-31,4.9,,1,,14,,247,,0,,,
3B17P,1987-11-01,4.9,,1,,0,,247,,0,,,
3B17P,1987-11-02,7.9,,-0.5,,5,,252,,0,,,
3B17P,1987-11-03,5.8,*,4.3,*,1,,253,,0,,,
3B17P,1987-11-04,7.9,,2.5,*,1,,254,,0,,,
3B17P,1987-11-05,11.5,,5.2,,4,,258,,0,,,
3B17P,1987-11-06,7.3,,1.9,,2,,259,,0,E,,
3B17P,1987-11-07,4,,2.5,,12,,271,,0,E,,
3B17P,1987-11-08,4.3,,2.8,,32,,303,,0,E,,
3B17P,1987-11-09,4.9,*,2.2,,65,,368,,0,E,,
3B17P,1987-11-10,4.9,,3.3,*,64,,432,,0,E,,
3B17P,1987-11-11,2.5,,-0.5,,4,,436,,0,E,,
3B17P,1987-11-12,1.9,,0.3,,26,,463,,0,E,,
3B17P,1987-11-13,0.7,,-3.2,,8,,471,,0,E,,
3B17P,1987-11-14,-1.4,,-2.9,,1,,471,,0,E,,
3B17P,1987-11-15,-0.2,,-4.1,,23,,494,,0,E,,
3B17P,1987-11-16,1,,-8,,4,,498,,0,E,,
3B17P,1987-11-17,4.3,,-2.9,,0,,498,,0,E,,
3B17P,1987-11-18,4.3,,-0.2,,10,,507,,0,E,,
3B17P,1987-11-19,5.5,,-4.1,,45,,552,,14,E,,
3B17P,1987-11-20,5.2,,-5.9,,23,,575,,25.5,E,,
3B17P,1987-11-21,0.4,,-2.9,,10,,585,,32.9,E,,
3B17P,1987-11-22,-0.2,,-5.9,,23,,608,,47.4,E,,
3B17P,1987-11-23,2.5,*,-2.9,,87,L,695,,126.9,E,,
3B17P,1987-11-24,,,-6.5,*,3,,698,,128.4,E,,
3B17P,1987-11-25,0.7,,-5.9,,0,,696,,127.8,E,,
3B17P,1987-11-26,2.5,,-0.2,,7,,702,,132.3,E,,
3B17P,1987-11-27,3.7,,0.1,,4,,706,,134.8,E,,
3B17P,1987-11-28,7,,-0.5,,5,,711,,136.3,E,,
3B17P,1987-11-29,1.9,,-2,,5,,717,,137.7,E,,
3B17P,1987-11-30,-0.2,,-1.7,,103,,820,,227.2,E,,
3B17P,1987-12-01,-1.7,,-4.1,,6,,825,,229.7,E,,
3B17P,1987-12-02,0.7,,-2.9,*,27,L,221,,249.2,L,,
3B17P,1987-12-03,-1.4,*,-3.5,*,13,A,234,,274.6,A,,
3B17P,1987-12-04,-1.4,,-5.9,,7,,241,,285.1,,,
3B17P,1987-12-05,1,,-5.3,,50,,291,,329.6,,,
3B17P,1987-12-06,0.4,,-1.4,,7,,298,,350,,,
3B17P,1987-12-07,-1.4,,-2.9,,53,,351,,442.5,,,
3B17P,1987-12-08,-0.5,,-3.2,,12,,363,,499,,,
3B17P,1987-12-09,-0.2,,-3.8,,10,,373,,574.5,,,
3B17P,1987-12-10,-2.3,,-6.2,,1,,374,,598.9,,,
3B17P,1987-12-11,-2.9,,-6.5,,49,,423,,600.4,,,
3B17P,1987-12-12,1.3,,-7.7,,1,,424,,600.9,,,
3B17P,1987-12-13,-2.9,,-6.2,,11,,434,,620.4,,,
3B17P,1987-12-14,-2,,-9.5,,4,,438,,621.8,,,
3B17P,1987-12-15,-3.5,,-8.3,,1,,439,,621.3,,,
3B17P,1987-12-16,-2.6,,-8.6,,1,,440,,620.8,,,
3B17P,1987-12-17,-1.1,,-8.3,,2,,442,,621.3,,,
3B17P,1987-12-18,-0.8,,-8.3,,2,,444,,622.7,,,
3B17P,1987-12-19,0.7,,-7.4,,0,,443,,629.2,,,
3B17P,1987-12-20,-1.4,,-5.6,,11,,454,,644.7,,,
3B17P,1987-12-21,-3.8,,-6.2,,5,,458,,646.2,,,
3B17P,1987-12-22,-2.3,,-9.5,,1,,459,,647.6,,,
3B17P,1987-12-23,1.3,,-7.4,,0,,459,,647.1,,,
3B17P,1987-12-24,6.4,,-4.4,,2,,461,,647.6,,,
3B17P,1987-12-25,5.8,,-1.1,,0,,460,,649,,,
3B17P,1987-12-26,5.5,,-1.7,,4,,464,,648.5,,,
3B17P,1987-12-27,-0.2,,-2,,1,,465,,648,,,
3B17P,1987-12-28,0.1,,-2.6,,1,,466,,655.5,,,
3B17P,1987-12-29,-2.3,,-3.8,,2,,468,,658.9,,,
3B17P,1987-12-30,-1.7,,-7.7,,3,,471,,659.4,,,
3B17P,1987-12-31,-3.2,*,-9.2,*,2,,473,,658.9,,,
3B17P,1988-01-01,-0.8,,-10.1,,0,,473,,657.3,,,
3B17P,1988-01-02,3.4,,-6.2,,1,,474,,657.7,,,
3B17P,1988-01-03,2.2,,-3.2,,3,,477,,657.2,,,
3B17P,1988-01-04,0.4,,-2.3,,0,,476,,658.7,,,
3B17P,1988-01-05,0.1,,-3.2,,0,,476,,658.1,,,
3B17P,1988-01-06,-0.2,,-2.6,,0,,476,,657.6,,,
3B17P,1988-01-07,-1.4,,-2.9,,2,,477,,657.1,,,
3B17P,1988-01-08,-2.6,,-4.7,,9,,486,,666.6,,,
3B17P,1988-01-09,-0.5,,-3.8,,21,,507,,691,,,
3B17P,1988-01-10,-3.5,,-7.4,,2,,509,,694.5,,,
3B17P,1988-01-11,-2.6,,-7.4,,1,,510,,694,,,
3B17P,1988-01-12,-2.3,,-7.1,,24,,533,,733.5,,,
3B17P,1988-01-13,1.9,,-3.2,,77,,610,,798.9,,,
3B17P,1988-01-14,2.5,,-2.6,,40,,650,,847.4,,,
3B17P,1988-01-15,-4.1,,-5.6,,1,,651,,887.9,,,
3B17P,1988-01-16,-3.8,,-7.4,,11,,662,,891.4,,,
3B17P,1988-01-17,-4.7,,-7.7,,2,,664,,896.8,,,
3B17P,1988-01-18,-0.5,,-8.6,,33,,698,,898.3,,,
3B17P,1988-01-19,0.4,,-4.7,,16,,714,,920.8,,,
3B17P,1988-01-20,-0.8,,-5.3,,0,,714,,927.2,,,
3B17P,1988-01-21,1.9,,-5.3,,1,,715,,943.7,,,
3B17P,1988-01-22,-0.2,,-4.4,,21,,735,,951.2,,,
3B17P,1988-01-23,2.2,,-6.8,,0,,732,,950.7,,,
3B17P,1988-01-24,-0.2,,-4.4,,1,,732,,952.1,,,
3B17P,1988-01-25,4,,-3.5,,0,,732,,951.6,,,
3B17P,1988-01-26,4.6,,0.4,,0,,732,,951.1,,,
3B17P,1988-01-27,3.1,,0.7,,16,,748,,983.6,,,
3B17P,1988-01-28,0.4,,-0.8,,23,,771,,1005,,,
3B17P,1988-01-29,-2.9,,-7.4,,4,,775,,1004.5,,,
3B17P,1988-01-30,-7.7,,-12.8,,2,,777,,1004,,,
3B17P,1988-01-31,-8.3,,-14,,1,,777,,1002.5,,,
3B17P,1988-02-01,-5,*,-14.3,*,0,,774,,1002.9,,,
3B17P,1988-02-02,-2.9,,-10.6,,1,,775,,1002.4,,,
3B17P,1988-02-03,-3.8,,-9.5,,0,,773,,1001.9,,,
3B17P,1988-02-04,3.4,,-5.3,,0,,773,,1000.4,,,
3B17P,1988-02-05,3.1,,-2.6,,10,,783,,999.8,,,
3B17P,1988-02-06,0.7,,-2.6,,5,,788,,1007.3,,,
3B17P,1988-02-07,1.3,,-5.3,,10,,797,,1009.8,,,
3B17P,1988-02-08,0.1,,-6.8,,0,,797,,1017.2,,,
3B17P,1988-02-09,0.7,,-3.8,,5,,803,,1025.7,,,
3B17P,1988-02-10,3.4,,-4.1,,23,,825,,1035.2,,,
3B17P,1988-02-11,1.9,,-0.2,,,,67,,1030.7,,,
3B17P,1988-02-12,0.1,,-1.7,,,,,,1041.1,,,
3B17P,1988-02-13,-0.5,,-7.1,,,,,,1063.6,,,
3B17P,1988-02-14,,,,,,,,,1100.1,,,
3B17P,1988-02-15,-2.3,,-17.3,,,,87,,1105.6,,,
3B17P,1988-02-16,0.1,,-18.5,,,,32,,1127,,,
3B17P,1988-02-17,-0.5,,-5.9,,,,5,,1131.5,,,
3B17P,1988-02-18,3.4,,-4.7,,,,,,1135,,,
3B17P,1988-02-19,10.9,,-1.7,,,,4,,1136.5,,,
3B17P,1988-02-20,11.8,,3.7,,,,849,,1138.9,,,
3B17P,1988-02-21,5.5,,-2.3,,,,842,,1138.4,,,
3B17P,1988-02-22,7,,-3.2,,,,839,,1138.9,,,
3B17P,1988-02-23,10.9,,2.5,,,,839,,1139.3,,,
3B17P,1988-02-24,9.4,,0.7,,,,836,,1138.8,,,
3B17P,1988-02-25,4.3,,1.6,,,,839,,1138.3,,,
3B17P,1988-02-26,5.8,,2.5,,,,,,1130.8,,,
3B17P,1988-02-27,9.4,,-0.5,,0,,,,1127.2,,,
3B17P,1988-02-28,11.8,,1,,0,,,,1126.7,,,
3B17P,1988-02-29,4.6,,2.2,,0,,,,1122.2,,,
3B17P,1988-03-01,3.4,,0.1,,0,,,,1121.7,,,
3B17P,1988-03-02,2.5,,-2.6,,0,,,,1123.1,,,
3B17P,1988-03-03,2.2,,-7.1,,5,,,,1132.6,,,
3B17P,1988-03-04,-1.4,,-3.8,,23,,,,1159.1,,,
3B17P,1988-03-05,-3.2,,-5,,51,,50,,1212.6,,,
3B17P,1988-03-06,1.6,,-4.4,,10,,60,,1227,,,
3B17P,1988-03-07,-1.1,,-5,,7,,67,,1245.5,,,
3B17P,1988-03-08,0.7,,-3.2,,8,,75,,1252,,,
3B17P,1988-03-09,0.4,,-7.1,,6,,80,,1255.4,,,
3B17P,1988-03-10,3.7,,-7.7,,1,,81,,1255.9,,,
3B17P,1988-03-11,,,-4.7,,0,L,,,1255.4,L,,
3B17P,1988-03-12,,,,,0,A,80,,1255.9,A,,
3B17P,1988-03-13,11.2,,0.1,*,1,,81,,1257.3,,,
3B17P,1988-03-14,6.1,,-0.2,,0,,81,,1253.8,,,
3B17P,1988-03-15,4.9,,-4.4,,0,,81,,1253.3,,,
3B17P,1988-03-16,8.8,,-4.1,,0,,80,,1252.8,,,
3B17P,1988-03-17,8.8,,-0.2,,0,,80,,1252.2,,,
3B17P,1988-03-18,7.6,,-8.9,,4,,84,,1255.7,,,
3B17P,1988-03-19,,,,,24,,108,,1273.2,,,
3B17P,1988-03-20,-0.5,,-4.1,,7,,115,,1283.7,,,
3B17P,1988-03-21,-2,,-5.9,,13,,128,,1298.1,,,
3B17P,1988-03-22,0.1,,-4.1,,44,,172,,1327.6,,,
3B17P,1988-03-23,-0.2,,-2.9,,16,,188,,1348.1,,,
3B17P,1988-03-24,-0.8,,-5.6,,21,,209,,1364.6,,,
3B17P,1988-03-25,0.7,,-5.3,,30,,238,,1392,,,
3B17P,1988-03-26,-1.4,,-8.3,,3,,241,,1396.5,,,
3B17P,1988-03-27,1.9,,-11,,0,,241,,1400,,,
3B17P,1988-03-28,-2.9,,-7.7,,1,,242,,1409.4,,,
3B17P,1988-03-29,2.8,,-5.6,,6,,248,,1409.9,,,
3B17P,1988-03-30,2.5,,-6.2,,0,,247,,1413.4,,,
3B17P,1988-03-31,4.3,,0.1,,5,,253,,1416.9,,,
3B17P,1988-04-01,1,,-1.1,,11,,263,,1424.3,,,
3B17P,1988-04-02,0.4,,-5,,37,,300,,1461.8,,,
3B17P,1988-04-03,-2.3,,-6.5,,33,,333,,1480.3,,,
3B17P,1988-04-04,-1.1,,-7.4,,21,,354,,1503.8,,,
3B17P,1988-04-05,-0.5,,-5.9,,26,,380,,1542.2,,,
3B17P,1988-04-06,-2.6,,-6.5,,27,,407,,1564.7,,,
3B17P,1988-04-07,2.2,,-8.9,,8,,415,,1574.2,,,
3B17P,1988-04-08,-0.2,,-8.6,,0,,414,,1581.7,,,
3B17P,1988-04-09,7.3,,-5.3,,1,,414,,1585.1,,,
3B17P,1988-04-10,,,,,1,,415,,1585.6,,,
3B17P,1988-04-11,9.1,,-2,,0,,413,,1585.1,,,
3B17P,1988-04-12,13,,1.3,,2,,415,,1579.5,,,
3B17P,1988-04-13,9.1,,4.9,,0,,414,,1568,,,
3B17P,1988-04-14,11.2,,-0.8,,1,,415,,1554.5,,,
3B17P,1988-04-15,12.4,,5.5,,0,,415,,1541,,,
3B17P,1988-04-16,9.1,,2.5,,1,,416,,1531.4,,,
3B17P,1988-04-17,7,,1.9,,0,,415,,1521.9,,,
3B17P,1988-04-18,7.6,,-1.1,,0,,414,,1519.4,,,
3B17P,1988-04-19,12.7,,-1.4,,0,,414,,1511.9,,,
3B17P,1988-04-20,12.7,,-5.6,,0,,414,,1505.3,,,
3B17P,1988-04-21,11.2,,-7.4,,0,,414,,1493.8,,,
3B17P,1988-04-22,7.9,,0.7,,3,,416,,1484.3,,,
3B17P,1988-04-23,1.6,,-11.3,,0,,414,,1478.8,,,
3B17P,1988-04-24,3.4,,-8.9,,4,,418,,1476.2,,,
3B17P,1988-04-25,4,,-2.9,,0,,415,,1475.7,,,
3B17P,1988-04-26,8.8,,-2,,7,,423,,1476.2,,,
3B17P,1988-04-27,3.4,,1.6,,55,,478,,1485.6,,,
3B17P,1988-04-28,,,0.1,,29,L,507,,1489.1,L,,
3B17P,1988-04-29,,,0.1,,10,A,517,,1483.6,A,,
3B17P,1988-04-30,1.6,,-4.7,*,0,,516,,1476.1,,,
3B17P,1988-05-01,-1.4,,-7.7,,8,,524,,1480.5,,,
3B17P,1988-05-02,0.4,,-2.6,,14,,538,,1487,,,
3B17P,1988-05-03,2.8,,-4.1,,0,,537,,1487.5,,,
3B17P,1988-05-04,8.5,,-2.9,,8,,546,,1491,,,
3B17P,1988-05-05,4,,-12.5,,2,,548,,1492.4,,,
3B17P,1988-05-06,4.6,,-0.5,,6,,554,,1487.9,,,
3B17P,1988-05-07,12.1,,0.1,,0,,554,,1481.4,,,
3B17P,1988-05-08,13,,2.2,,0,,553,,1471.9,,,
3B17P,1988-05-09,5.2,,2.8,,1,,555,,1458.3,,,
3B17P,1988-05-10,10.9,,2.8,,1,,555,,1444.8,,,
3B17P,1988-05-11,13.6,,4,,3,,558,,1418.3,,,
3B17P,1988-05-12,10.9,,4.9,,8,,566,,1376.8,,,
3B17P,1988-05-13,2.2,,0.7,,2,,568,,1348.2,,,
3B17P,1988-05-14,5.8,,-2,,5,,572,,1333.7,,,
3B17P,1988-05-15,3.1,,-0.8,,41,,613,,1331.2,,,
3B17P,1988-05-16,1.9,,-0.2,,33,,646,,1332.6,,,
3B17P,1988-05-17,1.9,,-2.3,,10,,656,,1339.1,,,
3B17P,1988-05-18,5.2,,-1.1,,4,,660,,1333.6,,,
3B17P,1988-05-19,6.7,,-0.5,,0,,658,,1324.1,,,
3B17P,1988-05-20,12.1,,-6.5,,3,,660,,1318.5,,,
3B17P,1988-05-21,13.3,,6.1,,8,,668,,1297,,,
3B17P,1988-05-22,7.3,,-0.8,,3,,671,,1258.5,,,
3B17P,1988-05-23,5.2,,-4.7,,2,,673,,1246,,,
3B17P,1988-05-24,8.5,,-2.6,,3,,677,,1233.4,,,
3B17P,1988-05-25,5.2,,0.1,,3,,679,,1219.9,,,
3B17P,1988-05-26,4.3,,1,,13,,692,,1211.4,,,
3B17P,1988-05-27,5.5,,1.9,,21,,713,,1203.9,,,
3B17P,1988-05-28,3.1,,-0.2,,5,,718,,1184.3,,,
3B17P,1988-05-29,4.9,,-7.1,,0,,718,,1169.8,,,
3B17P,1988-05-30,4,,-2.3,,2,,719,,1160.3,,,
3B17P,1988-05-31,3.4,,0.4,,6,,725,,1143.7,,,
3B17P,1988-06-01,3.1,,-2.6,,6,,731,,1136.2,,,
3B17P,1988-06-02,1.9,,-1.4,,49,,780,,1151.7,,,
3B17P,1988-06-03,5.5,,-0.8,,6,,786,,1162.2,,,
3B17P,1988-06-04,8.8,,-2.9,,1,,786,,1164.6,,,
3B17P,1988-06-05,10.6,,-1.4,,6,,793,,1164.1,,,
3B17P,1988-06-06,6.4,,1.3,,0,,792,,1156.6,,,
3B17P,1988-06-07,8.5,,1,,7,,799,,1150.1,,,
3B17P,1988-06-08,8.5,,0.4,,4,,803,,1140.5,,,
3B17P,1988-06-09,12.4,,0.7,,2,,805,,1135,,,
3B17P,1988-06-10,6.7,,3.1,,1,,805,,1117.5,,,
3B17P,1988-06-11,11.5,,0.4,,0,,804,,1104,,,
3B17P,1988-06-12,14.8,,1.9,,0,,804,,1087.4,,,
3B17P,1988-06-13,15.7,,4.3,,0,,802,,1062.9,,,
3B17P,1988-06-14,16.9,,8.2,,0,,802,,1026.4,,,
3B17P,1988-06-15,14.2,,7,,0,,801,,983.8,,,
3B17P,1988-06-16,10.3,,6.7,,4,,805,,949.3,,,
3B17P,1988-06-17,7.3,,4.6,,0,,803,,913.8,,,
3B17P,1988-06-18,7.9,,1.6,,2,,804,,873.3,,,
3B17P,1988-06-19,13,,0.7,,0,,803,,843.7,,,
3B17P,1988-06-20,13.6,,4.6,,4,,807,,808.2,,,
3B17P,1988-06-21,10,,-4.1,,4,,811,,758.7,,,
3B17P,1988-06-22,11.2,,5.2,,3,,813,,716.2,,,
3B17P,1988-06-23,8.8,,1,,0,,809,,680.6,,,
3B17P,1988-06-24,13.3,,0.4,,0,,807,,649.1,,,
3B17P,1988-06-25,13.6,,7.6,,1,,808,,603.6,,,
3B17P,1988-06-26,11.8,,3.4,,3,,811,,570.1,,,
3B17P,1988-06-27,9.4,,2.5,,0,,809,,543.5,,,
3B17P,1988-06-28,8.2,,0.7,,0,,809,,520,,,
3B17P,1988-06-29,11.2,,1.6,,4,,812,,494.5,,,
3B17P,1988-06-30,7.9,,1.3,,1,,813,,474,,,
3B17P,1988-07-01,8.8,,3.4,,0,,813,,442.4,,,
3B17P,1988-07-02,8.5,,1.6,,0,,812,,410.9,,,
3B17P,1988-07-03,11.2,*,,,6,L,817,,392.4,L,,
3B17P,1988-07-04,,,,,4,A,821,,376.8,A,,
3B17P,1988-07-05,9.4,,2.2,,6,,827,,361.3,,,
3B17P,1988-07-06,13.9,,3.7,,2,,829,,333.8,,,
3B17P,1988-07-07,18.1,,-0.8,,0,,828,,293.3,,,
3B17P,1988-07-08,19.3,,7.9,,0,,827,,243.7,,,
3B17P,1988-07-09,19.3,,9.4,,0,,827,,191.2,,,
3B17P,1988-07-10,14.5,,9.4,,3,,830,,155.7,,,
3B17P,1988-07-11,6.7,,3.7,,1,,831,,136.2,,,
3B17P,1988-07-12,5.8,,3.4,,13,,844,,110.6,,,
3B17P,1988-07-13,7.6,,0.7,,3,,847,,80.1,,,
3B17P,1988-07-14,7,,-0.8,,0,,847,,64.6,,,
3B17P,1988-07-15,12.4,,4,,0,,845,,24.1,,,
3B17P,1988-07-16,15.4,,2.2,,0,,842,,9.5,,,
3B17P,1988-07-17,18.7,,4.9,,0,,840,,0,,,
3B17P,1988-07-18,23.2,,8.5,,0,,838,,0,,,
3B17P,1988-07-19,26.5,,13,,0,,833,,0,,,
3B17P,1988-07-20,24.7,,14.8,,0,,829,,0,,,
3B17P,1988-07-21,20.2,,11.2,,0,,826,,0,,,
3B17P,1988-07-22,19.9,,7.6,,0,,823,,0,,,
3B17P,1988-07-23,19.9,,9.4,,0,,821,,0,,,
3B17P,1988-07-24,21.7,,10.6,,2,,823,,0,,,
3B17P,1988-07-25,23.8,,13.9,,0,,814,,0,,,
3B17P,1988-07-26,20.8,,13.3,,0,,812,,0,,,
3B17P,1988-07-27,18.1,,8.5,,4,,816,,0,,,
3B17P,1988-07-28,12.4,,7.6,,0,,812,,0,,,
3B17P,1988-07-29,18.1,,4.6,,0,,812,,0,,,
3B17P,1988-07-30,19.6,,6.7,,0,,812,,0,,,
3B17P,1988-07-31,17.8,,6.7,,0,,812,,0,,,
3B17P,1988-08-01,19.6,,6.1,,1,,812,,0,,,
3B17P,1988-08-02,22.6,,11.8,,0,,810,,0,,,
3B17P,1988-08-03,24.1,,12.1,,0,,809,,0,,,
3B17P,1988-08-04,18.4,,12.1,,2,,811,,0,,,
3B17P,1988-08-05,11.2,,7,,2,,812,,0,,,
3B17P,1988-08-06,13.6,,4.9,,2,,814,,0,,,
3B17P,1988-08-07,13.9,,5.5,,2,,816,,0,,,
3B17P,1988-08-08,11.8,,8.5,,0,,815,,0,,,
3B17P,1988-08-09,13.6,,7.3,,2,,816,,0,,,
3B17P,1988-08-10,17.2,,5.5,,0,,,,0,,,
3B17P,1988-08-11,16.3,,,,0,,,,0,,,
3B17P,1988-08-12,18.4,,8.2,,1,,,,0,,,
3B17P,1988-08-13,15.4,,8.5,,0,,,,0,,,
3B17P,1988-08-14,16.3,,7.3,,0,,,,0,,,
3B17P,1988-08-15,11.2,,7.9,,4,,,,0,,,
3B17P,1988-08-16,7.6,,5.5,,10,,,,0,,,
3B17P,1988-08-17,9.1,,3.7,,8,,3,,0,,,
3B17P,1988-08-18,11.2,,5.5,,3,,6,,0,,,
3B17P,1988-08-19,13,,5.2,,4,,11,,0,,,
3B17P,1988-08-20,15.7,,4.3,,0,,11,,0,,,
3B17P,1988-08-21,21.4,,5.8,,0,,11,,0,,,
3B17P,1988-08-22,24.7,,12.1,,1,,11,,0,,,
3B17P,1988-08-23,27.1,,14.8,,0,,11,,0,,,
3B17P,1988-08-24,25.6,,,,4,,15,,0,,,
3B17P,1988-08-25,19.9,,,,5,,20,,0,,,
3B17P,1988-08-26,20.8,,9.7,,2,,21,,0,,,
3B17P,1988-08-27,24.7,,12.1,,0,,21,,0,,,
3B17P,1988-08-28,22.6,,13.9,,2,,23,,0,,,
3B17P,1988-08-29,8.5,,4,,0,,21,,0,,,
3B17P,1988-08-30,17.2,,3.7,,0,,21,,0,,,
3B17P,1988-08-31,23.5,,1.9,,1,,21,,0,,,
3B17P,1988-09-01,26.5,,1.9,,0,,21,,0,,,
3B17P,1988-09-02,29.8,,15.7,,1,,21,,0,,,
3B17P,1988-09-03,29.8,,,,1,,22,,0,,,
3B17P,1988-09-04,27.4,,7.9,,0,,21,,0,,,
3B17P,1988-09-05,22.6,,9.1,,2,,23,,0,,,
3B17P,1988-09-06,22.6,,7.3,,0,L,23,,0,L,,
3B17P,1988-09-07,,,,,0,E,,,0,,,
3B17P,1988-09-08,10.6,,7.3,,0,A,23,,0,A,,
3B17P,1988-09-09,10.3,,0.7,,0,,22,,0,,,
3B17P,1988-09-10,17.8,,1.9,,0,,22,,0,,,
3B17P,1988-09-11,23.5,,7.3,,0,,22,,0,,,
3B17P,1988-09-12,23.2,,11.8,,0,,21,,0,,,
3B17P,1988-09-13,24.4,,13,,1,,22,,0,,,
3B17P,1988-09-14,21.7,,7.3,,3,,25,,0,,,
3B17P,1988-09-15,13.9,,-2.3,,0,,22,,0,,,
3B17P,1988-09-16,10,,1.9,,0,,22,,0,,,
3B17P,1988-09-17,14.8,,2.2,,3,,25,,0,,,
3B17P,1988-09-18,,,,,10,,35,,0,,,
3B17P,1988-09-19,10.9,,0.4,,5,,40,,0,,,
3B17P,1988-09-20,13.9,,3.1,,3,,43,,0,,,
3B17P,1988-09-21,14.8,,2.8,,0,,43,,0,,,
3B17P,1988-09-22,9.7,,3.1,,7,,50,,0,,,
3B17P,1988-09-23,7,,0.7,,10,,60,,0,,,
3B17P,1988-09-24,5.5,,-0.2,,1,,60,,0,,,
3B17P,1988-09-25,9.1,,,,5,,65,,0,,,
3B17P,1988-09-26,3.1,,1.3,,29,,94,,0,,,
3B17P,1988-09-27,5.2,,0.1,,16,,109,,0,,,
3B17P,1988-09-28,9.7,,1.3,,9,,118,,0,,,
3B17P,1988-09-29,13.3,,7,,3,,121,,0,,,
3B17P,1988-09-30,21.7,,7,,1,,122,,0,,,
3B17P,1988-10-01,21.7,,10,,0,,122,,0,,,
3B17P,1988-10-02,21.7,,13.9,,0,,122,,0,,,
3B17P,1988-10-03,18.4,,13,,0,,122,,0,,,
3B17P,1988-10-04,11.2,,8.8,,6,,127,,0,,,
3B17P,1988-10-05,9.1,,4,,6,,134,,0,,,
3B17P,1988-10-06,18.4,,5.8,,0,,134,,0,,,
3B17P,1988-10-07,19.9,,6.7,,0,,134,,0,,,
3B17P,1988-10-08,19.3,,10,,0,,134,,0,,,
3B17P,1988-10-09,24.7,,12.1,,0,,134,,0,,,
3B17P,1988-10-10,25,,13.3,,0,,134,,0,,,
3B17P,1988-10-11,16.3,,7.6,,0,,134,,0,,,
3B17P,1988-10-12,8.8,,6.4,,29,,162,,0,,,
3B17P,1988-10-13,10.9,,2.8,,4,,166,,0,,,
3B17P,1988-10-14,6.1,,2.2,,11,,178,,0,,,
3B17P,1988-10-15,6.1,,2.8,,22,,200,,0,,,
3B17P,1988-10-16,8.5,,-0.2,,4,,203,,0,,,
3B17P,1988-10-17,6.4,,-1.7,,2,,205,,0,,,
3B17P,1988-10-18,6.7,,0.7,,7,,212,,0,,,
3B17P,1988-10-19,8.8,,3.7,,3,,215,,0,,,
3B17P,1988-10-20,11.2,,2.5,,9,,223,,0,,,
3B17P,1988-10-21,6.7,,0.1,,15,,239,,0,,,
3B17P,1988-10-22,5.5,,-1.1,,2,,241,,0,,,
3B17P,1988-10-23,7.6,,2.8,,7,,248,,0,,,
3B17P,1988-10-24,9.4,,-0.2,,4,,253,,0,,,
3B17P,1988-10-25,8.2,,1.3,,4,,256,,0,,,
3B17P,1988-10-26,7,,-2.6,,3,,259,,0,,,
3B17P,1988-10-27,4.3,,-2.6,,2,,260,,0,,,
3B17P,1988-10-28,7.3,,-1.7,,1,,261,,0,,,
3B17P,1988-10-29,5.8,,2.2,,34,,295,,0,,,
3B17P,1988-10-30,4.3,,0.4,,12,,307,,0,,,
3B17P,1988-10-31,6.4,,1.3,,81,,388,,0,,,
3B17P,1988-11-01,2.8,,-0.5,,32,,419,,25,,,
3B17P,1988-11-02,3.1,,-0.5,,25,,445,,36,,,
3B17P,1988-11-03,1,,0.1,,10,,454,,42,,,
3B17P,1988-11-04,2.5,,0.1,,66,,520,,77,,,
3B17P,1988-11-05,5.2,,0.4,,30,,550,,77,,,
